order,family,species,synonyms,common_names,Phytogeographic_domains,countries,realm,redlistCategory,yearPublished_IUCN,habitats_categories,populationTrend,density_n_km2_Soria_et_al_2021,Endemic_BR,Restricted_Range,dispersal_km,home_range,adult_body_length_mm,Weight_min_g,Weight_max_g,Weight_mean_g,diet_invert,diet_vert_endoterm,diet_vert_ectoterm,diet_vfish,diet_scavenger,diet_fruit,diet_nect,diet_seed,diet_plant_other,diet_gumivore,foraging_stratum,Potential_to_provide_services,cultural_service_charismatic_species,Ref_cultural_service,ecotourism,Ref_ecotourism,carrion_control,carrion_control_low_potential,Ref_carrion_control,pollination,pollination_low_potential,Ref_pollination,top_down_regulation,top_down_regulation_low_potential,Ref_top_down_regulation,seed_dispersal,seed_dispersal_low_potential,Ref_seed_dispersal,pest_and_disease_control,pest_and_disease_control_low_potential,Ref_pest_and_disease_control,nutrient_transporting_horizontal,nutrient_transporting_horizontal,nutrient_transporting_vertical,Ref_nutrient_transporting_vertical,nutrient_transporting_horizontal_and_vertical,nutrient_transporting_horizontal_and_vertical_low_potential,ecosystem_engineering,ecosystem_engineering_low_potential,Ref_ecosystem_engineering,rodent_control,rodent_control_low_potential,Ref_rodent_control,disease_sentinelling,disease_sentinelling_low_potential,Ref_disease_sentinelling,Provide_at_least_one_service,Number_of_services_provided
CHIROPTERA,MOLOSSIDAE,Promops centralis,NA,Big Crested Mastiff Bat,"Am, Pt","Argentina, Suriname, Mexico, Venezuela, Bolivarian Republic of, Bolivia, Plurinational States of, Guyana, Guatemala, Colombia, Honduras, El Salvador, Peru, French Guiana, Trinidad and Tobago, Ecuador, Nicaragua, Paraguay, Brazil, Belize",Neotropical,Least Concern,2019,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Dry, Unknown",Unknown,NA,0,0,NA,NA,72,18,25,22,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,MOLOSSIDAE,Promops nasutus,NA,NA,"Am, MA, Ce, Ca, Pt, Pp","Paraguay, Ecuador, Trinidad and Tobago, Peru, Venezuela, Bolivarian Republic of, Guyana, Argentina, Suriname, Bolivia, Plurinational States of, Brazil",Neotropical,Least Concern,2015,Unknown,Unknown,NA,0,0,NA,NA,72.5,12,20,16,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,MORMOOPIDAE,Pteronotus gymnonotus,Pteronotus suapurensis,NA,"Am, Ce, Pt","Brazil, Peru, Honduras, Ecuador, Guyana, Belize, Costa Rica, Panama, Venezuela, Bolivarian Republic of, Bolivia, Plurinational States of, Colombia, El Salvador, Guatemala, Mexico, Nicaragua, French Guiana",Neotropical,Least Concern,2019,"Savanna - Dry, Savanna - Moist, Caves and Subterranean Habitats (non-aquatic) - Caves, Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland",Stable,NA,0,0,NA,NA,62,11,18,15,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,MORMOOPIDAE,Pteronotus personatus,Pteronotus personatus,Wagner's Mustached Bat,"Am, MA, Ce, Ca","Guyana, Venezuela, Bolivarian Republic of, Bolivia, Plurinational States of, Colombia, Suriname, Costa Rica, Peru, Ecuador, Nicaragua, Brazil, Belize, Honduras, El Salvador, Guatemala, Trinidad and Tobago, Panama, Mexico",Neotropical,Least Concern,2016,"Savanna - Dry, Forest - Subtropical/Tropical Moist Lowland, Caves and Subterranean Habitats (non-aquatic) - Caves, Forest - Subtropical/Tropical Dry",Stable,NA,0,0,NA,NA,49,5,10,8,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,MORMOOPIDAE,Pteronotus rubiginosus,Pteronotus parnellii,NA,NA,"Panama, Nicaragua, Honduras, Costa Rica, Bolivia, Plurinational States of, Brazil, French Guiana, Venezuela, Bolivarian Republic of, Suriname, Peru, Guyana",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Dry",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
CHIROPTERA,PHYLLOSTOMIDAE,Pygoderma bilabiatum,NA,NA,"MA, Ce, Pt","Paraguay, Argentina, Brazil, Bolivia, Plurinational States of",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland, Artificial/Terrestrial - Urban Areas",Unknown,NA,0,0,NA,NA,58.5,19,26,23,0,0,0,0,0,100,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Rhinophylla fischerae,NA,NA,Am,"Peru, Venezuela, Bolivarian Republic of, Colombia, Brazil, Ecuador",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland",Stable,NA,0,0,NA,NA,50.5,5,11,8,10,0,0,0,0,90,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Rhinophylla pumilio,NA,NA,"Am, MA, Ce","French Guiana, Bolivia, Plurinational States of, Brazil, Colombia, Ecuador, Guyana, Venezuela, Bolivarian Republic of, Peru, Suriname",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland",Unknown,NA,0,0,NA,NA,47.5,7,14,10,10,0,0,0,0,90,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
CHIROPTERA,VESPERTILIONIDAE,Rhogeessa hussoni,NA,NA,"Am, MA","Suriname, Brazil",Neotropical,Data Deficient,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,0,0,NA,NA,44,3,5,4,100,0,0,0,0,0,0,0,0,0,aerial,0,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,0,Expert knowledge,1,2
CHIROPTERA,VESPERTILIONIDAE,Rhogeessa io,NA,Thomas's Yellow Bat,Am,"Brazil, Bolivia, Plurinational States of, Costa Rica, Venezuela, Bolivarian Republic of, Honduras, French Guiana, Nicaragua, Suriname, Trinidad and Tobago, Panama, Ecuador, Guyana, Colombia",Neotropical,Least Concern,2016,"Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Artificial/Terrestrial - Urban Areas, Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland",Unknown,NA,0,0,NA,NA,43.5,4,6,5,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,EMBALLONURIDAE,Rhynchonycteris naso,NA,NA,"Am, MA, Ce, Ca, Pt","Ecuador, Panama, Nicaragua, Brazil, Trinidad and Tobago, Belize, Colombia, Guyana, Peru, Venezuela, Bolivarian Republic of, Bolivia, Plurinational States of, Suriname, Mexico, Guatemala, French Guiana, El Salvador, Honduras, Costa Rica",Neotropical,Least Concern,2016,"Caves and Subterranean Habitats (non-aquatic) - Caves, Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Montane",Unknown,NA,0,0,NA,NA,42,4,6,5,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,EMBALLONURIDAE,Saccopteryx bilineata,0,Greater Sac-winged Bat,"Am, MA, Ce, Ca","Guatemala, Trinidad and Tobago, Brazil, El Salvador, Panama, Belize, Peru, Guyana, Colombia, Venezuela, Bolivarian Republic of, Mexico, Suriname, Bolivia, Plurinational States of, Honduras, Nicaragua, French Guiana, Costa Rica, Ecuador",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Dry, Caves and Subterranean Habitats (non-aquatic) - Caves, Forest - Subtropical/Tropical Moist Lowland",Unknown,NA,0,0,NA,NA,53.4,6,13,10,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,EMBALLONURIDAE,Saccopteryx canescens,NA,Frosted Sac-winged Bat,Am,"Ecuador, Guyana, Peru, Suriname, Venezuela, Bolivarian Republic of, Bolivia, Plurinational States of, French Guiana, Colombia, Brazil",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Dry, Artificial/Terrestrial - Pastureland, Artificial/Terrestrial - Urban Areas",Unknown,NA,0,0,NA,NA,38,7,10,8,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,EMBALLONURIDAE,Saccopteryx gymnura,NA,NA,Am,"Suriname, Guyana, Brazil, French Guiana",Neotropical,Data Deficient,2016,"Forest - Subtropical/Tropical Moist Lowland, Other",Unknown,NA,0,0,NA,NA,37,7,10,8,100,0,0,0,0,0,0,0,0,0,aerial,0,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,EMBALLONURIDAE,Saccopteryx leptura,NA,Lesser Sac-winged Bat,"Am, MA, Ce, Ca","Venezuela, Bolivarian Republic of, Suriname, French Guiana, Panama, Belize, Honduras, El Salvador, Brazil, Trinidad and Tobago, Guatemala, Costa Rica, Ecuador, Colombia, Nicaragua, Guyana, Peru, Mexico, Bolivia, Plurinational States of",Neotropical,Least Concern,2015,"Artificial/Terrestrial - Plantations, Artificial/Terrestrial - Pastureland, Forest - Subtropical/Tropical Moist Lowland",Unknown,NA,0,0,NA,NA,44.5,3,6,5,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Sphaeronycteris toxophyllum,NA,Visored Bat,Am,"Brazil, Bolivia, Plurinational States of, Colombia, Ecuador, Peru, Venezuela, Bolivarian Republic of",Neotropical,Least Concern,2018,"Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland",Unknown,NA,0,0,NA,NA,57.5,14,18,16,10,0,0,0,0,90,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Sturnira magna,NA,NA,Am,"Bolivia, Plurinational States of, Brazil, Colombia, Ecuador, Peru",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Montane",Stable,NA,0,0,NA,NA,91,41,50,46,0,0,0,0,0,100,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Sturnira tildae,NA,Tilda's Yellow-shouldered Bat,"Am, MA, Ce","Peru, Venezuela, Bolivarian Republic of, Suriname, Colombia, Ecuador, Brazil, Guyana, Bolivia, Plurinational States of, French Guiana, Trinidad and Tobago",Neotropical,Least Concern,2016,Forest - Subtropical/Tropical Moist Lowland,Stable,NA,0,0,NA,NA,71,15,33,24,0,0,0,0,0,100,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,MOLOSSIDAE,Tadarida brasiliensis,NA,NA,"Am, MA, Ce, Ca, Pp","Cuba, Virgin Islands, British, Panama, Argentina, Haiti, Trinidad and Tobago, Mexico, Virgin Islands, U.S., Anguilla, United States, Ecuador, Colombia, Martinique, Saint Vincent and the Grenadines, Montserrat, Barbados, Guatemala, Bolivia, Plurinational States of, Suriname, Brazil, Costa Rica, Jamaica, Peru, Honduras, Guadeloupe, Puerto Rico, French Guiana, Dominican Republic, Antigua and Barbuda, Grenada, Saint Lucia, Dominica, Aruba, Chile, Venezuela, Bolivarian Republic of, Saint Kitts and Nevis, El Salvador, Guyana, Saint Barthélemy, Bonaire, Sint Eustatius and Saba, Cayman Islands, Saint Martin (French part), Sint Maarten (Dutch part), Falkland Islands (Malvinas)",Nearctic|Neotropical,Least Concern,2015,"Caves and Subterranean Habitats (non-aquatic) - Caves, Desert - Temperate, Forest - Subtropical/Tropical Dry, Rocky areas (eg. inland cliffs, mountain peaks), Forest - Subtropical/Tropical Moist Lowland, Forest - Temperate, Artificial/Terrestrial - Urban Areas",Stable,NA,0,0,NA,NA,57,8,13,11,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Lee and McCracken 2005),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,2
CHIROPTERA,THYROPTERIDAE,Thyroptera devivoi,NA,NA,Ce,"Guyana, Brazil",Neotropical,Data Deficient,2015,"Savanna - Dry, Savanna - Moist",Unknown,NA,1,1,NA,NA,42,5,5,5,100,0,0,0,0,0,0,0,0,0,aerial,0,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,THYROPTERIDAE,Thyroptera discifera,NA,Peters's Disk-winged Bat,"Am, MA, Ce","Venezuela, Bolivarian Republic of, Panama, Bolivia, Plurinational States of, Brazil, Peru, Ecuador, Nicaragua, Suriname, Colombia, Costa Rica, French Guiana",Neotropical,Least Concern,2018,"Artificial/Terrestrial - Plantations, Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland",Unknown,NA,0,0,NA,NA,42,3,3,3,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,THYROPTERIDAE,Thyroptera lavali,NA,NA,Am,"Peru, Ecuador, Brazil, Venezuela, Bolivarian Republic of",Neotropical,Data Deficient,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,0,1,NA,NA,NA,4,4,4,100,0,0,0,0,0,0,0,0,0,aerial,0,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,THYROPTERIDAE,Thyroptera tricolor,NA,Spix's Disk-winged Bat,"Am, MA","Venezuela, Bolivarian Republic of, Suriname, Peru, Guyana, Belize, Costa Rica, Guatemala, Honduras, Mexico, Panama, Bolivia, Plurinational States of, Brazil, Trinidad and Tobago, Colombia, Ecuador, French Guiana",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Moist Lowland, Savanna - Moist, Forest - Subtropical/Tropical Dry",Unknown,NA,0,0,NA,NA,39.4,4,4,4,100,0,0,0,0,0,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,THYROPTERIDAE,Thyroptera wynneae,NA,NA,NA,"Peru, Brazil",Neotropical,Data Deficient,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,aerial,0,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,(Reis et al. 2007),1,Expert knowledge,0,Expert knowledge,1,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
CHIROPTERA,PHYLLOSTOMIDAE,Tonatia bidens,NA,NA,"Am, MA, Ce, Ca, Pt","Bolivia, Plurinational States of, Brazil, Argentina, Paraguay",Neotropical,Data Deficient,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,0,0,NA,NA,73,18,38,28,70,10,10,0,0,10,0,0,0,0,aerial,0,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Tonatia saurophila,NA,Stripe-headed Round-eared Bat,"Am, MA, Ce, Ca","Guatemala, Nicaragua, Honduras, Venezuela, Bolivarian Republic of, Brazil, Panama, Ecuador, Trinidad and Tobago, Guyana, Colombia, Belize, Costa Rica, Suriname, Mexico, French Guiana, Peru",Neotropical,Least Concern,2018,"Forest - Subtropical/Tropical Dry, Artificial/Terrestrial - Pastureland, Forest - Subtropical/Tropical Moist Lowland",Stable,NA,0,0,NA,NA,81,21,33,27,70,10,10,0,0,10,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Trachops cirrhosus,NA,NA,"Am, MA, Ce, Ca","Panama, Guatemala, Brazil, Nicaragua, Honduras, Trinidad and Tobago, Guyana, Peru, Colombia, Ecuador, Costa Rica, Suriname, Bolivia, Plurinational States of, Belize, Mexico, El Salvador, French Guiana, Venezuela, Bolivarian Republic of",Neotropical,Least Concern,2015,"Artificial/Terrestrial - Urban Areas, Forest - Subtropical/Tropical Moist Lowland, Caves and Subterranean Habitats (non-aquatic) - Caves, Forest - Subtropical/Tropical Dry",Stable,NA,0,0,NA,NA,76.5,24,45,34,30,20,40,0,0,10,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),1,1,(Giannini and Kalko 2005),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
CHIROPTERA,PHYLLOSTOMIDAE,Trinycteris nicefori,Micronycteris nicefori,NA,"Am, MA, Ce","Costa Rica, Guyana, Venezuela, Bolivarian Republic of, Trinidad and Tobago, Suriname, Nicaragua, Mexico, Guatemala, Panama, Brazil, Peru, French Guiana, Colombia, Belize, Bolivia, Plurinational States of, Ecuador",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Moist Lowland, Artificial/Terrestrial - Rural Gardens, Forest - Subtropical/Tropical Dry",Unknown,NA,0,0,NA,NA,54.5,7,11,9,80,0,0,0,0,20,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),1,1,(Reis et al. 2007),0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
CHIROPTERA,PHYLLOSTOMIDAE,Vampyressa pusilla,NA,NA,"MA, Ce, Pt","Paraguay, Argentina, Brazil",Neotropical,Data Deficient,2016,Unknown,Unknown,NA,0,0,NA,NA,49,7,12,10,0,0,0,0,0,100,0,0,0,0,aerial,0,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Vampyressa thyone,NA,NA,Am,"Bolivia, Plurinational States of, Venezuela, Bolivarian Republic of, Peru, Mexico, Brazil, French Guiana, Guyana",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Dry",Unknown,NA,0,0,NA,NA,51.5,6,12,9,0,0,0,0,0,100,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Vampyriscus bidens,Vampyressa bidens,NA,Am,"Guyana, Ecuador, Colombia, Brazil, Peru, French Guiana, Suriname, Bolivia, Plurinational States of, Venezuela, Bolivarian Republic of",Neotropical,Least Concern,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,0,0,NA,NA,51,10,14,12,0,0,0,0,0,100,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Vampyriscus brocki,Vampyressa brocki,NA,Am,"Colombia, Brazil, Suriname, Guyana, French Guiana, Peru",Neotropical,Least Concern,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,0,0,NA,NA,51.5,8,11,10,0,0,0,0,0,100,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CHIROPTERA,PHYLLOSTOMIDAE,Vampyrum spectrum,NA,Spectral Bat,"Am, Ce, Ca","Guatemala, Costa Rica, Ecuador, Brazil, Trinidad and Tobago, Belize, Guyana, Mexico, Venezuela, Bolivarian Republic of, Colombia, Suriname, Honduras, Peru, Nicaragua, French Guiana, Bolivia, Plurinational States of",Neotropical,Near Threatened,2018,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Swamp, Forest - Subtropical/Tropical Dry",Decreasing,NA,0,0,NA,NA,142,135,235,185,10,80,0,0,0,10,0,0,0,0,aerial,1,0,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Reis et al. 2007),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
